,month_sold,property_age,floors,sqft_living,zipcode,yr_built,lat,sqft_living15,lot_vs_neighbors,sqft_lot,bathrooms,sqft_lot15,age_at_sale,dist_from_center,was_renovated,years_since_renovation,living_lot_ratio,sqft_per_bathroom,waterfront,sqft_above,long,view,condition,above_ratio,bedrooms,living_vs_neighbors,year_sold,has_basement,quality_score,yr_renovated,grade,total_rooms,premium_view,quarter_sold,sqft_per_bedroom,luxury_score,sqft_basement
10,7,49,1.0,2510,98034,1977,47.7212,1840,0.9501888574126535,8050,2.5,8471,37,0.197121815129631,0,49,0.3117625139734195,717.1428571428571,0,1490,-122.172,0,4,0.5933890880127439,5,1.3633894622487779,2014,1,28,0,7,7.5,0,3,418.3333333333333,54.7990545141031,1020
11,11,47,2.0,3970,98177,1979,47.7764,2520,0.9773584905660377,8029,3.25,8214,35,0.17823145064774984,0,47,0.4943960149439601,934.1176470588235,0,2970,-122.385,2,3,0.7479224376731302,5,1.5747719159063864,2014,1,27,0,9,8.25,2,4,661.6666666666666,74.58095908018126,1000
12,7,28,2.0,4080,98006,1998,47.5519,4080,1.192736277342138,14450,3.5,12114,16,0.23252892293218247,0,28,0.2823334025326967,906.6666666666666,0,3210,-122.106,2,3,0.7865719186473904,4,0.999754962019113,2014,1,36,0,12,7.5,2,3,816.0,99.76916802486969,870
13,5,47,1.0,1860,98023,1979,47.3127,1990,0.7831729693443723,7000,2.25,8937,35,0.29358109612166955,0,47,0.2656763319525782,572.3076923076923,0,1120,-122.339,0,3,0.6018269747447609,4,0.934203917629332,2014,1,24,0,8,6.25,0,2,372.0,60.23095405313801,740
14,5,73,1.0,1400,98166,1953,47.4735,1420,1.0015548379380457,8374,1.75,8360,62,0.13323250354174046,0,73,0.16716417910447762,509.09090909090907,0,1400,-122.344,0,3,0.9992862241256245,4,0.9852216748768473,2015,0,21,0,7,5.75,0,2,280.0,50.71459082435905,0
15,2,21,2.0,3290,98075,2005,47.5961,3210,1.000999000999001,6012,2.5,6005,10,0.3522448296284774,0,21,0.5471478463329453,940.0,0,3290,-121.98,0,3,0.9996961409905804,4,1.0246029274369355,2015,0,27,0,9,6.5,0,1,658.0,72.89052074049005,0
16,1,19,2.0,1954,98001,2007,47.2606,1934,1.0147970405918816,5075,2.5,5000,8,0.3545365566482569,0,19,0.38494877856579984,558.2857142857143,0,1954,-122.253,0,3,0.9994884910485934,4,1.0098191214470285,2015,0,24,0,8,6.5,0,1,390.8,60.62516377935573,0
17,11,39,2.0,1800,98034,1987,47.7188,1650,0.8931005818786367,5372,2.5,6014,27,0.19166316808400377,0,39,0.33500837520938026,514.2857142857143,0,1800,-122.177,0,3,0.9994447529150472,3,1.0902483343428224,2014,0,24,0,8,5.5,0,4,450.0,59.96877876140765,0
18,7,53,1.0,2030,98034,1973,47.7404,1770,1.0034687809712586,8100,2.5,8071,41,0.19838056860488382,0,53,0.2505863473645229,580.0,0,1150,-122.186,0,3,0.5662235352043329,4,1.1462450592885376,2014,1,21,0,7,6.5,0,3,406.0,53.31398493106269,880
19,2,37,1.0,1330,98092,1989,47.3126,1650,1.0409105153699325,36537,1.75,35100,26,0.3570021988727738,0,37,0.03640045979528162,483.6363636363636,0,1330,-122.129,0,4,0.9992486851990984,3,0.80557238037553,2015,0,28,0,7,4.75,0,1,332.5,50.355800728765786,0
20,2,20,3.0,1470,98133,2006,47.7145,1470,0.6992857142857143,979,0.0,1399,9,0.1109058158979945,0,20,1.5,1470.0,0,1470,-122.356,2,3,0.9993201903467029,0,0.9993201903467029,2015,0,24,0,8,0.0,2,1,1470.0,58.349581764811504,0
21,8,16,1.0,2100,98014,2010,47.6907,1860,1.7097490922885168,31550,2.0,18452,4,0.4236133378447802,0,16,0.06655890463059808,700.0,0,2100,-121.917,0,3,0.9995240361732508,3,1.1284255776464267,2014,0,24,0,8,5.0,0,3,525.0,61.201349606760004,0
22,1,27,2.0,1470,98065,1999,47.5261,1500,1.065891472868217,4675,2.5,4385,16,0.5114117910255873,0,27,0.3143712574850299,420.0,0,1470,-121.827,0,3,0.9993201903467029,3,0.9793471019320453,2015,0,21,0,7,5.5,0,1,367.5,51.05588404421007,0
23,11,76,1.0,1760,98115,1950,47.679,1680,1.0329797492767598,5356,1.75,5184,64,0.08511550974998709,0,76,0.32854209445585214,640.0,0,920,-122.288,0,4,0.5224304372515616,4,1.0469958358120166,2014,1,28,0,7,5.75,0,4,352.0,52.31545975947344,840
24,10,79,1.0,1050,98155,1947,47.7598,1340,1.0742289597490853,8220,1.0,7651,67,0.154441477589406,0,79,0.1277216883590804,525.0,0,780,-122.316,0,4,0.7421503330161751,2,0.7829977628635347,2014,1,24,0,6,3.0,0,4,350.0,41.74498422526171,270
25,5,53,1.0,2270,98034,1973,47.7222,1750,0.9502641412189151,7375,2.75,7760,41,0.20095972233260284,0,53,0.30775488069414314,605.3333333333334,0,1290,-122.168,0,4,0.5680317040951123,4,1.2964020559680183,2014,1,28,0,7,6.75,0,2,454.0,54.09582879473891,980
26,7,64,1.0,2080,98144,1962,47.572,1340,0.999754962019113,4080,2.5,4080,52,0.05424066740001556,0,64,0.509679000245038,594.2857142857143,0,1040,-122.29,0,5,0.4997597308986064,4,1.5510812826249067,2014,1,35,0,7,6.5,0,3,416.0,53.484226784755435,1040
27,4,59,1.0,1780,98001,1967,47.3375,1320,1.2945657694261046,10196,1.5,7875,48,0.271825127609648,0,59,0.17456114543493184,712.0,0,1270,-122.291,0,4,0.7130825379000562,3,1.3474640423921271,2015,1,28,0,7,4.5,0,2,445.0,52.39451198302763,510
28,12,28,2.0,3540,98075,1998,47.5945,3540,1.1712453418840454,13515,2.75,11538,16,0.3502954467303257,0,28,0.26191180822728616,944.0,0,3540,-121.982,0,3,0.9997175939000282,4,0.9997175939000282,2014,0,30,0,10,6.75,0,4,708.0,81.72164452111903,0
29,7,21,2.0,2750,98038,2005,47.3595,2800,1.0725311511995537,5767,2.5,5376,9,0.3838693788256654,0,21,0.47676837725381416,785.7142857142857,0,2750,-122.038,0,3,0.9996364958197019,4,0.9817922170653338,2014,0,27,0,9,6.5,0,3,550.0,71.27747784832117,0
30,7,117,1.5,1150,98109,1909,47.6368,1890,0.8530489836721094,2560,1.0,3000,105,0.03822002093144777,0,117,0.4490433424443577,575.0,0,1150,-122.355,0,3,0.9991311902693311,4,0.6081438392384981,2014,0,21,0,7,5.0,0,3,230.0,49.33870486105318,0
31,4,101,1.5,1720,98112,1925,47.6197,2280,0.9997500624843789,4000,1.5,4000,90,0.0470771706881285,0,101,0.42989252686828294,688.0,0,1520,-122.287,0,3,0.8832074375363161,5,0.7540552389302937,2015,1,21,0,7,6.5,0,2,286.6666666666667,52.15462557348078,200
32,7,18,2.0,1820,98166,2008,47.4643,1470,0.2688016229531952,1855,2.5,6900,6,0.14257917098931422,0,18,0.9806034482758621,520.0,0,1570,-122.346,0,3,0.8621636463481603,3,1.2372535690006798,2014,1,24,0,8,5.5,0,3,455.0,60.05712863782087,250
33,5,49,2.0,2890,98074,1977,47.6295,2570,1.0502482955980137,12478,2.25,11880,37,0.28106742963209824,0,49,0.23158906963699014,889.2307692307693,0,2890,-122.052,0,3,0.9996540989277066,5,1.1240762349280435,2014,0,27,0,9,7.25,0,2,481.6666666666667,71.72421967814711,0
34,6,21,2.0,2140,98029,2005,47.5541,2860,0.9945340968245705,3821,2.5,3841,9,0.34110236000355554,0,21,0.5599162742019885,611.4285714285714,0,2140,-121.995,0,3,0.9995329285380663,3,0.7479902132121635,2014,0,24,0,8,5.5,0,2,535.0,61.35222630871746,0
35,8,69,1.0,1660,98136,1957,47.5323,1230,0.9998039600078416,5100,1.0,5100,57,0.08973304853842944,0,69,0.3254263869829445,830.0,0,1260,-122.383,0,3,0.7585791691751956,3,1.3484971567831032,2014,1,21,0,7,4.0,0,3,415.0,51.906225767293066,400
36,6,49,1.0,1910,98072,1977,47.7399,1550,0.94628502742093,12596,1.75,13310,37,0.2687216031509118,0,49,0.15162340239739622,694.5454545454545,0,1340,-122.099,0,3,0.7012035583464155,3,1.2314635718891038,2014,1,21,0,7,4.75,0,2,477.5,52.88767360968191,570
37,3,46,1.0,1650,98092,1980,47.3187,1280,0.9998761456527124,8073,1.75,8073,35,0.32432431299549414,0,46,0.20435967302452315,600.0,0,1100,-122.182,0,3,0.6662628709872804,3,1.288056206088993,2015,1,21,0,7,4.75,0,1,412.5,51.8639551074409,550
38,9,24,2.0,1950,98178,2002,47.4977,1170,0.4999166805532411,3000,2.5,6000,12,0.15175460454299042,0,24,0.6497834055314895,557.1428571428571,0,1950,-122.226,0,3,0.9994874423372629,4,1.6652433817250214,2014,0,21,0,7,6.5,0,3,390.0,53.03268138436178,0
39,4,53,1.0,1790,98034,1973,47.7321,1940,1.0426803837063812,7500,2.25,7192,42,0.18393917472904284,0,53,0.23863484868684176,550.7692307692307,0,1390,-122.198,0,3,0.7761027359017308,3,0.9222050489438434,2015,1,21,0,7,5.25,0,2,447.5,52.43370581442498,400
40,5,117,1.0,1170,98117,1909,47.6784,1560,0.8894702419882276,4080,1.0,4586,106,0.0901002219753103,0,117,0.28669443763783387,585.0,0,1170,-122.386,0,4,0.9991460290350128,2,0.7495195387572069,2015,0,28,0,7,3.0,0,2,390.0,49.45929354518402,0
41,5,21,2.0,3720,98075,2005,47.5956,4100,0.7984451331617377,15200,4.0,19036,9,0.30628347980261766,0,21,0.24472074205644365,744.0,0,3720,-122.026,0,3,0.999731255038968,5,0.9070958302852963,2014,0,30,0,10,9.0,0,2,620.0,82.21747728346622,0
42,6,71,1.0,1470,98125,1955,47.7048,1970,0.8714774393223652,5350,1.75,6138,59,0.10007182420641435,0,71,0.2747150065408335,534.5454545454545,0,980,-122.315,0,3,0.6662134602311353,4,0.745814307458143,2014,1,21,0,7,5.75,0,2,294.0,51.05588404421007,490
43,10,87,1.0,1130,98199,1939,47.6413,1510,0.9595067488751875,5758,1.0,6000,75,0.0773254162614072,0,87,0.1962146205938531,565.0,0,960,-122.401,0,3,0.8488063660477454,3,0.7478491065519524,2014,1,21,0,7,4.0,0,4,282.5,49.21600233281285,170
44,6,63,1.0,2190,98056,1963,47.5243,3500,0.9998601398601399,7149,2.25,7149,51,0.15204348062314813,0,63,0.3062937062937063,673.8461538461538,0,1240,-122.204,1,4,0.5659516202647193,3,0.6255355612682091,2014,1,32,0,8,5.25,1,2,547.5,61.53690671676373,950
45,1,40,1.0,1060,98092,1986,47.2761,1420,1.025257127978128,7875,1.75,7680,29,0.37603459947190976,0,40,0.1345860843067547,385.45454545454544,0,1060,-122.152,0,4,0.9990574929311969,3,0.7459535538353272,2015,0,28,0,7,4.75,0,1,265.0,48.76876997029788,0
46,8,20,2.0,4320,98027,2006,47.5369,4010,1.046503244412401,8709,4.0,8321,8,0.2711068055213697,0,20,0.49598163030998854,864.0,0,3190,-122.07,0,3,0.738255033557047,4,1.0770381451009723,2014,1,33,0,11,8.0,0,3,864.0,92.08366349525126,1130
47,6,58,1.0,1640,98032,1968,47.3733,1600,1.0343553749538235,8400,2.25,8120,46,0.2368544278665695,0,58,0.1952148553743602,504.61538461538464,0,1180,-122.289,0,3,0.7190737355271176,3,1.024359775140537,2014,1,24,0,8,5.25,0,2,410.0,59.22448872872073,460
48,2,37,1.0,1680,98058,1989,47.4631,1730,1.0084649530298337,9769,1.75,9686,26,0.25090799110430484,0,37,0.17195496417604914,610.9090909090909,0,1340,-122.126,0,3,0.7971445568114218,3,0.9705372616984402,2015,1,24,0,8,4.75,0,1,420.0,59.41715306726893,340
49,11,67,1.0,1540,98125,1959,47.7329,1290,0.9998767106398718,8110,1.5,8110,55,0.1331994744734374,0,67,0.18986561459746024,616.0,0,1190,-122.291,0,4,0.772225827384815,3,1.192873741285825,2014,1,28,0,7,4.5,0,4,385.0,51.381307847240805,350
50,4,63,1.0,2360,98155,1963,47.75,2320,0.6916192026037429,7650,2.25,11060,52,0.14928646958113548,0,63,0.30845641092667625,726.1538461538462,0,1640,-122.292,0,3,0.6946209233375689,4,1.016803102111159,2015,1,24,0,8,6.25,0,2,472.0,62.134724296684105,720
51,3,111,1.0,1380,98103,1915,47.6652,1250,0.8597707278059185,3225,1.75,3750,100,0.059294266164610455,0,111,0.4277743335399876,501.8181818181818,0,940,-122.338,0,4,0.6806661839246922,3,1.1031175059952039,2015,1,28,0,7,4.75,0,1,345.0,50.61394207386505,440
52,4,27,2.0,1670,98155,1999,47.7667,1910,0.709471640549161,5116,2.5,7210,16,0.16051373772982694,0,27,0.32636310338088725,477.14285714285717,0,1670,-122.33,0,3,0.9994015559545183,4,0.8738880167451596,2015,0,24,0,8,6.5,0,2,334.0,59.36942022876315,0
53,1,49,2.0,3160,98027,1977,47.5678,2540,1.0185652942662289,8065,2.25,7917,38,0.24611414018702665,0,49,0.39176791470369454,972.3076923076923,0,3160,-122.089,0,3,0.999683644416324,5,1.2436048799685164,2015,0,24,0,8,7.25,0,1,526.6666666666666,64.46914969772494,0
54,5,100,1.0,1300,98117,1926,47.6831,1160,0.4999000199960008,2500,2.0,5000,89,0.08710005740526773,0,100,0.5197920831667333,433.3333333333333,0,770,-122.373,0,4,0.5918524212144505,2,1.119724375538329,2015,1,28,0,7,4.0,0,2,433.3333333333333,50.19621934958754,530
55,8,74,1.0,840,98116,1952,47.5707,1250,0.99985121261717,6720,1.0,6720,62,0.07309897400101056,0,74,0.12498140157714625,420.0,0,840,-122.396,0,3,0.9988109393579072,2,0.6714628297362111,2014,0,21,0,7,3.0,0,3,280.0,47.14214161981064,0
56,7,15,2.0,1970,98065,2011,47.5158,2710,1.0474209650582362,6295,2.5,6009,3,0.4669344386527963,0,15,0.3128970775095299,562.8571428571429,0,1970,-121.874,0,3,0.9994926433282597,3,0.7266691257838436,2014,0,21,0,7,5.5,0,3,492.5,53.10407415006904,0
57,6,67,1.0,810,98023,1959,47.3286,820,0.9998813056379822,8424,1.0,8424,55,0.27794778286577493,0,67,0.09614243323442137,405.0,0,810,-122.346,0,4,0.998766954377312,2,0.9866017052375152,2014,0,24,0,6,3.0,0,2,270.0,40.18960832469248,0
58,3,21,2.0,2810,98074,2005,47.614,2920,0.9997968718261223,4922,2.5,4922,10,0.2912044814215606,0,21,0.5707901685963843,802.8571428571429,0,2810,-122.041,0,3,0.9996442547136251,4,0.9619993153029784,2015,0,27,0,9,6.5,0,1,562.0,71.47166013815878,0
59,3,37,2.0,2300,98031,1989,47.4181,2570,0.9219185146982981,8938,2.5,9694,26,0.22371146595558997,0,37,0.2572994742141179,657.1428571428571,0,2300,-122.211,0,3,0.9995654063450674,3,0.8945935433683392,2015,0,27,0,9,5.5,0,1,575.0,69.66989181031829,0
60,7,101,1.0,1480,98117,1925,47.6916,1060,0.9997500624843789,4000,1.75,4000,89,0.09791613758722227,0,101,0.3699075231192202,538.1818181818181,0,740,-122.38,0,4,0.49966239027683995,2,1.3949104618284638,2014,1,24,0,6,3.75,0,3,493.3333333333333,43.802836885606794,740
61,10,22,2.0,2190,98065,2004,47.5305,2190,1.214325272290936,6578,2.5,5416,10,0.4909709767389538,0,22,0.3328773369813042,625.7142857142857,0,2190,-121.847,0,3,0.9995435874030123,4,0.9995435874030123,2014,0,21,0,7,6.5,0,4,438.0,53.844793377168266,0
62,10,67,1.0,2600,98032,1959,47.381,2600,1.2498264129981946,9000,2.0,7200,55,0.22761952903913976,0,67,0.28885679368959005,866.6666666666666,0,1410,-122.299,0,3,0.5420991926182238,4,0.9996155324875048,2014,1,24,0,8,6.0,0,4,520.0,62.90921012358921,1190
63,8,12,2.0,2350,98059,2014,47.4783,2670,0.9088734752451567,3800,2.5,4180,0,0.24511470784103873,0,12,0.6182583530649829,671.4285714285714,0,2350,-122.123,0,3,0.9995746490854955,4,0.8798202920254586,2014,0,24,0,8,6.5,0,3,470.0,62.10076838832055,0
64,7,34,2.0,2340,98030,1992,47.3608,1850,1.1009661835748792,6837,2.5,6209,22,0.2815897192725619,0,34,0.34220532319391633,668.5714285714286,0,2340,-122.194,0,3,0.9995728321230244,3,1.2641815235008105,2014,0,21,0,7,5.5,0,3,585.0,54.30833427243637,0
65,10,121,1.5,1620,98055,1905,47.4763,1310,0.9998333611064822,6000,1.0,6000,109,0.18103927750628662,0,121,0.26995500749875023,810.0,0,1620,-122.206,0,5,0.999383096853794,4,1.2356979405034325,2014,0,35,0,7,5.0,0,4,324.0,51.735589652149734,0
66,5,44,2.0,2150,98052,1982,47.7224,1800,1.0212260146034982,12028,2.5,11777,32,0.258668996982628,0,44,0.17873472441599467,614.2857142857143,0,2150,-122.101,0,4,0.99953509995351,4,1.1937812326485286,2014,0,32,0,8,6.5,0,2,430.0,61.38950503414184,0
67,5,35,1.0,2190,98033,1991,47.6943,2060,0.8691398287810844,8528,2.5,9811,24,0.15137773944671645,0,35,0.2567710165318326,625.7142857142857,0,1760,-122.209,0,3,0.8032861706983113,3,1.0625909752547307,2015,1,24,0,8,5.5,0,2,547.5,61.53690671676373,430
68,10,121,2.5,3720,98102,1905,47.6282,2610,0.9998000399920016,5000,3.0,5000,109,0.024207643421031627,0,121,0.7438512297540492,930.0,0,2720,-122.322,0,5,0.7309862940069873,4,1.4247414783607812,2014,1,45,0,9,7.0,0,4,744.0,73.99572955511961,1000
69,7,70,1.0,2580,98177,1956,47.7259,1660,0.9997547817557626,8154,2.5,8155,58,0.1231393519554201,1,29,0.31637032495401596,737.1428571428571,0,2090,-122.361,0,3,0.8097636574970941,3,1.5532811559301625,2014,1,30,1997,10,5.5,0,3,645.0,78.55932199718615,490
70,2,42,1.0,1420,98031,1984,47.4046,1730,0.9834231805929919,7297,2.25,7419,31,0.24436482971163848,0,42,0.19457385585091805,436.9230769230769,0,1130,-122.194,0,3,0.7952146375791695,3,0.8203350664355864,2015,1,21,0,7,5.25,0,1,355.0,50.81381289667971,290
71,6,23,2.0,4390,98029,2003,47.5566,3850,1.1870762893675448,13833,4.25,11652,11,0.31009251845215524,0,23,0.3173341043805118,836.1904761904761,0,3320,-122.026,3,3,0.7560920063766796,4,1.139963645806284,2014,1,30,0,10,8.25,3,2,878.0,83.87312270561716,1070
72,12,52,1.0,2070,98033,1974,47.6678,2180,1.024556456350605,8720,2.25,8510,40,0.16224848227332747,0,52,0.23735810113519093,636.9230769230769,0,1360,-122.182,0,5,0.6566875905359729,4,0.9491059147180193,2014,1,40,0,8,6.25,0,4,414.0,61.08629489116468,710
73,2,18,2.0,1940,98065,2008,47.5185,1410,1.321917808219178,3088,2.75,2335,7,0.4624911891052594,0,18,0.6280349627711234,517.3333333333334,0,1770,-121.878,3,3,0.9119010819165378,3,1.3749114103472715,2015,1,24,0,8,5.75,3,1,485.0,60.56766866535208,170
74,12,44,2.0,2070,98011,1982,47.7264,1880,0.9999074159800019,10800,2.0,10800,32,0.1532711649332636,0,44,0.19164892139616702,690.0,0,2070,-122.237,0,3,0.9995171414775471,4,1.1004784688995215,2014,0,21,0,7,6.0,0,4,414.0,53.45050802976909,0
75,8,55,1.5,1520,98034,1971,47.7303,1540,1.2725620049344242,9800,1.0,7700,43,0.15695865697691938,0,55,0.1550862156922763,760.0,0,1520,-122.236,0,4,0.9993425378040762,4,0.9863724853990915,2014,0,28,0,7,5.0,0,3,304.0,51.289863045815046,0
76,9,107,1.0,1540,98103,1919,47.6985,1200,1.7496759859285318,9450,1.75,5400,95,0.09365948964200244,0,107,0.16294572002962648,560.0,0,1040,-122.348,0,4,0.6748864373783258,3,1.2822647793505413,2014,1,24,0,6,4.75,0,3,385.0,44.041121011920694,500
77,2,64,1.0,1820,98056,1962,47.521,1890,1.175567510825351,17918,1.5,15241,53,0.17521030220851316,0,64,0.1015681678665104,728.0,0,1190,-122.179,0,4,0.6534870950027457,4,0.9624537281861449,2015,1,32,0,8,5.5,0,1,364.0,60.05712863782087,630
78,8,25,3.0,4160,98040,2001,47.5749,3290,3.0477718050979714,35153,3.25,11533,13,0.12217733013943179,0,25,0.11833646242248393,978.8235294117648,0,3690,-122.214,2,3,0.8868060562364816,3,1.264053479185658,2014,1,36,0,12,6.25,2,3,1040.0,100.0021285077953,470
79,6,84,1.0,1050,98146,1942,47.5128,740,0.9998412950325345,6300,1.0,6300,72,0.10236781720834112,0,84,0.16664021583875574,525.0,0,1050,-122.374,0,3,0.9990485252140818,3,1.417004048582996,2014,0,18,0,6,4.0,0,2,262.5,41.74498422526171,0
80,6,58,1.0,2220,98058,1968,47.4341,1780,1.2147955872809864,9360,2.5,7704,46,0.237107612699382,0,58,0.23715415019762845,634.2857142857143,0,1110,-122.169,0,4,0.49977487618190003,5,1.2464907355418304,2014,1,28,0,7,7.5,0,2,370.0,53.93998976726099,1110
81,2,42,2.0,2650,98112,1984,47.6265,1440,1.0805724367771026,5512,1.75,5100,31,0.04229066090757629,0,42,0.4806820243061854,963.6363636363636,0,2250,-122.295,0,3,0.8487363259147491,3,1.839000693962526,2015,1,27,0,9,4.75,0,1,662.5,70.94422985660123,400
82,1,78,1.0,1310,98146,1948,47.5104,1310,0.999884272653628,8640,1.0,8640,67,0.09631017599402891,0,78,0.15160282374725148,655.0,0,910,-122.342,0,3,0.6941266209000763,4,0.9992372234935164,2015,1,18,0,6,5.0,0,1,262.0,43.0712729025822,400
83,8,27,2.0,800,98103,1999,47.6969,806,0.9991673605328892,1200,1.0,1200,15,0.09191572226773609,0,27,0.6661115736885929,400.0,0,800,-122.347,0,3,0.9987515605493134,2,0.9913258983890955,2014,0,21,0,7,3.0,0,3,266.6666666666667,46.801026629478514,0
84,8,69,1.0,2320,98199,1957,47.6449,2540,0.8332248405155579,6400,1.75,7680,57,0.06881351611420362,0,69,0.36244336822371503,843.6363636363636,0,1420,-122.389,2,4,0.6118052563550194,3,0.9130263675718221,2014,1,32,0,8,4.75,2,3,580.0,61.9980272501955,900
85,2,106,1.0,520,98022,1920,47.2082,1340,1.0610593428151054,12981,0.75,12233,95,0.5215749322964031,0,106,0.04005546140810353,297.14285714285717,0,520,-121.995,0,5,0.9980806142034548,1,0.3877703206562267,2015,0,15,0,3,1.75,0,1,260.0,18.7672501252601,0
86,6,21,2.0,3160,98199,2005,47.6464,3160,0.8700191404210893,5000,3.25,5746,9,0.08324932432158537,0,21,0.6318736252749451,743.5294117647059,0,2180,-122.405,2,3,0.6896551724137931,5,0.999683644416324,2014,1,30,0,10,8.25,2,2,526.6666666666666,80.58643712215618,980
87,10,107,1.0,1280,98118,1919,47.5341,1630,0.6100094428706326,9690,1.0,15884,95,0.08954339729985629,0,107,0.13208131255804353,640.0,0,640,-122.279,0,4,0.4996096799375488,2,0.7847946045370938,2014,1,24,0,6,3.0,0,4,426.6666666666667,42.932377811380405,640
88,6,18,2.0,1240,98136,2008,47.5496,1110,1.6206225680933852,1666,3.5,1027,6,0.07955105279002457,0,18,0.7438512297540492,275.55555555555554,0,1000,-122.388,0,3,0.8058017727639001,3,1.116111611161116,2014,1,21,0,7,6.5,0,2,310.0,49.86570949643225,240
89,11,49,1.0,2590,98028,1977,47.7691,2580,0.9801079250872924,9263,2.25,9450,37,0.17734266266186394,0,49,0.2795768566493955,796.9230769230769,0,1440,-122.262,0,5,0.5557699729834041,3,1.0034870205346764,2014,1,40,0,8,5.25,0,4,647.5,62.87839344449688,1150
90,7,68,1.0,2530,98008,1958,47.6049,1720,1.027643806610987,8736,2.25,8500,56,0.20610409991069265,0,68,0.2895730800045782,778.4615384615385,0,1210,-122.126,0,4,0.47807190833662583,4,1.4700755374782104,2014,1,28,0,7,6.25,0,3,506.0,54.85458832381587,1320
91,6,39,2.0,2050,98112,1987,47.6235,1720,0.9998000399920016,5000,3.25,5000,27,0.03823741623069772,0,39,0.40991801639672065,482.3529411764706,0,1370,-122.298,0,4,0.6679668454412482,4,1.1911679256246368,2014,1,32,0,8,7.25,0,2,410.0,61.00866206457904,680
92,4,18,3.0,1470,98103,2008,47.6523,1480,0.5369649805447471,690,2.5,1284,7,0.048149974039450726,0,18,2.1273516642547032,420.0,0,1470,-122.346,3,3,0.9993201903467029,2,0.9925725860904794,2015,0,24,0,8,4.5,3,2,490.0,58.349581764811504,0
93,6,60,1.0,1970,98032,1966,47.3619,1970,1.2224735150577313,10270,1.75,8400,48,0.2487989147886327,0,60,0.1918021614253724,716.3636363636364,0,1970,-122.285,0,4,0.9994926433282597,3,0.9994926433282597,2014,0,32,0,8,4.75,0,2,492.5,60.69037045722176,0
